_id,protocol,hpfeed_id,timestamp,source_ip,destination_ip,identifier,honeypot
ObjectId(5e280c313186f205962b716c),ICMP,ObjectId(5e280c303186f205962b716b),2020-01-22T08:47:44.039Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7290),ICMP,ObjectId(5e280c373186f205962b728e),2020-01-22T08:47:51.248Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7291),ICMP,ObjectId(5e280c373186f205962b728d),2020-01-22T08:47:51.241Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7292),ICMP,ObjectId(5e280c373186f205962b728c),2020-01-22T08:47:51.232Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7293),ICMP,ObjectId(5e280c373186f205962b728b),2020-01-22T08:47:51.225Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7295),ICMP,ObjectId(5e280c373186f205962b728a),2020-01-22T08:47:51.212Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7296),ICMP,ObjectId(5e280c373186f205962b7289),2020-01-22T08:47:51.200Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7297),ICMP,ObjectId(5e280c373186f205962b7288),2020-01-22T08:47:51.187Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b7299),ICMP,ObjectId(5e280c373186f205962b7287),2020-01-22T08:47:51.176Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
ObjectId(5e280c373186f205962b729a),ICMP,ObjectId(5e280c373186f205962b7286),2020-01-22T08:47:51.168Z,192.168.3.18,192.168.3.25,5569ce7e-3cd5-11ea-93bf-f0761c6e3594,suricata
